traditional,simplified,pinyin,translation_1,translation_2,translation_3,translation_4,translation_5,translation_6,translation_7,translation_8,translation_9,translation_10,translation_11,translation_12,translation_13,translation_14,translation_15,translation_16,translation_17,translation_18
老謀深算,老谋深算,lao3 mou2 shen1 suan4],rigorous schemes and deep foresight (idiom); astute and circumspect,,,,,,,,,,,,,,,,,
老譜,老谱,lao3 pu3],old ways,old habit,,,,,,,,,,,,,,,,
老資格,老资格,lao3 zi1 ge2],veteran,,,,,,,,,,,,,,,,,
老賬,老账,lao3 zhang4],lit. old account,old debt,fig. old scores to settle,old quarrels,old grudge,,,,,,,,,,,,,
老趼,老趼,lao3 jian3],callus (patch or hardened skin),corns (on feet),,,,,,,,,,,,,,,,
老路,老路,lao3 lu4],old road,familiar way,beaten track,conventional behavior,,,,,,,,,,,,,,
老輩,老辈,lao3 bei4],the older generation,ancestors,,,,,,,,,,,,,,,,
老辣,老辣,lao3 la4],shrewd and ruthless,efficient and unscrupulous,,,,,,,,,,,,,,,,
老遠,老远,lao3 yuan3],very far away,,,,,,,,,,,,,,,,,
老邁,老迈,lao3 mai4],aged,senile,,,,,,,,,,,,,,,,
老邊,老边,Lao3 bian1],Laobian district of Yingkou City 營口市|营口市 Liaoning,,,,,,,,,,,,,,,,,
老邊區,老边区,Lao3 bian1 qu1],Laobian district of Yingkou City 營口市|营口市 Liaoning,,,,,,,,,,,,,,,,,
老鄉,老乡,lao3 xiang1],fellow townsman,fellow villager,sb from the same hometown,,,,,,,,,,,,,,,
老酒,老酒,lao3 jiu3],wine esp. Shaoxing wine,,,,,,,,,,,,,,,,,
老闆,老板,Lao3 ban3],Robam (brand),,,,,,,,,,,,,,,,,
老闆,老板,lao3 ban3],boss,business proprietor,CL:個|个[ge4],,,,,,,,,,,,,,,
老闆娘,老板娘,lao3 ban3 niang2],female proprietor,lady boss,boss's wife,,,,,,,,,,,,,,,
老頭,老头,lao3 tou2],old fellow,old man,father,husband,,,,,,,,,,,,,,
老頭兒,老头儿,lao3 tou2 r5],see 老頭子|老头子[lao3 tou2 zi5],,,,,,,,,,,,,,,,,
老頭子,老头子,lao3 tou2 zi5],(coll.) old man,(said of an aging husband) my old man,,,,,,,,,,,,,,,,
老頭樂,老头乐,lao3 tou2 le4],backscratcher (made from bamboo etc),(may also refer to other products that are of benefit to old people such as padded cloth shoes mobility tricycle etc),,,,,,,,,,,,,,,,
老饕,老饕,lao3 tao1],glutton,,,,,,,,,,,,,,,,,
老馬嘶風,老马嘶风,lao3 ma3 si1 feng1],old horse sniffs the wind (idiom); fig. aged person with great aspirations,,,,,,,,,,,,,,,,,
老馬戀棧,老马恋栈,lao3 ma3 lian4 zhan4],lit. the old horse loves his stable,fig. sb old but reluctant to relinquish their post (idiom),,,,,,,,,,,,,,,,
老馬識途,老马识途,lao3 ma3 shi2 tu2],an old horse knows the way (idiom); an experienced worker knows what to do,an old hand knows the ropes,,,,,,,,,,,,,,,,
老驥,老骥,lao3 ji4],old thoroughbred,fig. aged person with great aspirations,,,,,,,,,,,,,,,,
老驥伏櫪,老骥伏枥,lao3 ji4 fu2 li4],lit. an old steed in the stable still aspires to gallop 1000 miles (idiom); fig. aged person with great aspirations,,,,,,,,,,,,,,,,,
老驥伏櫪，志在千里,老骥伏枥，志在千里,lao3 ji4 fu2 li4 zhi4 zai4 qian1 li3],lit. an old steed in the stable still aspires to gallop 1000 miles (idiom); fig. old people may still cherish high aspirations,,,,,,,,,,,,,,,,,
老驥嘶風,老骥嘶风,lao3 ji4 si1 feng1],old steed sniffs the wind (idiom); fig. aged person with great aspirations,,,,,,,,,,,,,,,,,
老骨頭,老骨头,lao3 gu3 tou5],weary old body (colloquial term used jocularly or irreverently),,,,,,,,,,,,,,,,,
老鳥,老鸟,lao3 niao3],old hand,veteran,,,,,,,,,,,,,,,,
老鴇,老鸨,lao3 bao3],female brothel keeper,,,,,,,,,,,,,,,,,
老鴰,老鸹,lao3 gua1],a crow,,,,,,,,,,,,,,,,,
老鵰,老雕,lao3 diao1],vulture,,,,,,,,,,,,,,,,,
老鷹,老鹰,lao3 ying1],(coll.) eagle,hawk,any similar bird of prey,,,,,,,,,,,,,,,
老鷹星雲,老鹰星云,Lao3 ying1 xing1 yun2],Eagle or Star Queen Nebula M16,,,,,,,,,,,,,,,,,
老黑,老黑,lao3 hei1],(coll.) black person,,,,,,,,,,,,,,,,,
老鼠,老鼠,lao3 shu3],rat,mouse,CL:隻|只[zhi1],,,,,,,,,,,,,,,
老鼠尾巴,老鼠尾巴,lao3 shu3 wei3 ba5],lit. rat's tail; fig. a follower of inferior stature,,,,,,,,,,,,,,,,,
老鼠拉龜，無從下手,老鼠拉龟，无从下手,lao3 shu3 la1 gui1 wu2 cong2 xia4 shou3],like mice trying to pull a turtle nowhere to get a hand grip (idiom),no clue where to start,,,,,,,,,,,,,,,,
老鼠拖木鍁，大頭在後頭,老鼠拖木锨，大头在后头,lao3 shu3 tuo1 mu4 xian1 da4 tou2 zai4 hou4 tou5],when the mice drag a shovel the biggest thing comes second,the tip of the iceberg,the cockroach principle,,,,,,,,,,,,,,,
老鼠洞,老鼠洞,lao3 shu3 dong4],mouse hole,,,,,,,,,,,,,,,,,
老鼠過街，人人喊打,老鼠过街，人人喊打,lao3 shu3 guo4 jie1 ren2 ren2 han3 da3],lit. when a rat crosses the street people chase it down (idiom),fig. everyone detests a lowlife,,,,,,,,,,,,,,,,
老鼻子,老鼻子,lao3 bi2 zi5],many,,,,,,,,,,,,,,,,,
老齡,老龄,lao3 ling2],old age,aging,aged,geriatric,the aged,,,,,,,,,,,,,
老齡化,老龄化,lao3 ling2 hua4],aging (population),,,,,,,,,,,,,,,,,
考,考,kao3],to check,to verify,to test,to examine,to take an exam,to take an entrance exam for,deceased father,,,,,,,,,,,
考上,考上,kao3 shang4],to pass a university entrance exam,,,,,,,,,,,,,,,,,
考中,考中,kao3 zhong4],to pass an exam,,,,,,,,,,,,,,,,,
考克斯,考克斯,Kao3 ke4 si1],Cox (surname),,,,,,,,,,,,,,,,,
考克斯報告,考克斯报告,Kao3 ke4 si1 Bao4 gao4],Cox Report,Report of the Select Committee on US National Security and Military-Commercial Concerns with the PRC (1999); Committee Chairman Republican Rep. Chris Cox,,,,,,,,,,,,,,,,
考入,考入,kao3 ru4],to pass entrance exam,to enter college after a competitive exam,,,,,,,,,,,,,,,,
考分,考分,kao3 fen1],grade,exam mark,,,,,,,,,,,,,,,,
考勤,考勤,kao3 qin2],exam records,attendance roll,,,,,,,,,,,,,,,,
考勤簿,考勤簿,kao3 qin2 bu4],exam attendance register,,,,,,,,,,,,,,,,,
考區,考区,kao3 qu1],the exam area,the district where an exam takes place,,,,,,,,,,,,,,,,
考卷,考卷,kao3 juan4],exam paper,,,,,,,,,,,,,,,,,
考取,考取,kao3 qu3],to pass an entrance exam,to be admitted to,,,,,,,,,,,,,,,,
考古,考古,kao3 gu3],archaeology,,,,,,,,,,,,,,,,,
考古學,考古学,kao3 gu3 xue2],archaeology,,,,,,,,,,,,,,,,,
考古學家,考古学家,kao3 gu3 xue2 jia1],archaeologist,,,,,,,,,,,,,,,,,
考古家,考古家,kao3 gu3 jia1],archaeologist,,,,,,,,,,,,,,,,,
考場,考场,kao3 chang3],exam room,,,,,,,,,,,,,,,,,
考完,考完,kao3 wan2],to finish an exam,,,,,,,,,,,,,,,,,
考官,考官,kao3 guan1],an examiner,an official conducting an exam,,,,,,,,,,,,,,,,
考察,考察,kao3 cha2],to inspect,to observe and study,on-the-spot investigation,,,,,,,,,,,,,,,
考察團,考察团,kao3 cha2 tuan2],inspection team,,,,,,,,,,,,,,,,,
考察船,考察船,kao3 cha2 chuan2],survey ship,,,,,,,,,,,,,,,,,
考察隊,考察队,kao3 cha2 dui4],investigation team,scientific expedition,,,,,,,,,,,,,,,,
考慮,考虑,kao3 lu:4],to think over,to consider,consideration,,,,,,,,,,,,,,,
考拉,考拉,kao3 la1],koala (loanword),,,,,,,,,,,,,,,,,
考據,考据,kao3 ju4],textual criticism,,,,,,,,,,,,,,,,,
考文垂,考文垂,Kao3 wen2 chui2],Coventry city in West Midlands 西米德蘭茲|西米德兰兹[Xi1 mi3 de2 lan2 zi1] UK,,,,,,,,,,,,,,,,,
考文垂市,考文垂市,Kao3 wen2 chui2 shi4],Coventry (UK),,,,,,,,,,,,,,,,,
考期,考期,kao3 qi1],the exam period,the exam date,,,,,,,,,,,,,,,,
考查,考查,kao3 cha2],to investigate,to study,,,,,,,,,,,,,,,,
考核,考核,kao3 he2],to examine,to check up on,to assess,to review,appraisal,review,evaluation,,,,,,,,,,,
考波什堡,考波什堡,Kao3 bo1 shi2 bao3],Kaposvár in southwest Hungary (German: Ruppertsburg) capital of Somogy county 紹莫吉州|绍莫吉州,,,,,,,,,,,,,,,,,
考生,考生,kao3 sheng1],exam candidate,student whose name has been put forward for an exam,,,,,,,,,,,,,,,,
考研,考研,kao3 yan2],to sit an entrance exam for a graduate program,,,,,,,,,,,,,,,,,
考究,考究,kao3 jiu1],to investigate,to check and research,exquisite,,,,,,,,,,,,,,,
考績,考绩,kao3 ji4],to check up on sb's achievements,,,,,,,,,,,,,,,,,
考訂,考订,kao3 ding4],to check and correct,,,,,,,,,,,,,,,,,
考評,考评,kao3 ping2],evaluation,to investigate and evaluate,,,,,,,,,,,,,,,,
考試,考试,kao3 shi4],to take an exam,exam,CL:次[ci4],,,,,,,,,,,,,,,
考試卷,考试卷,kao3 shi4 juan4],exam paper,test paper,CL:張|张[zhang1],,,,,,,,,,,,,,,
考試卷子,考试卷子,kao3 shi4 juan4 zi5],see 考試卷|考试卷[kao3 shi4 juan4],,,,,,,,,,,,,,,,,
考試院,考试院,Kao3 shi4 yuan4],Examination Yuan the qualification and appointment board under the constitution of Republic of China then of Taiwan,exam board,,,,,,,,,,,,,,,,
考證,考证,kao3 zheng4],to do textual research,to make textual criticism,,,,,,,,,,,,,,,,
考進,考进,kao3 jin4],to gain entry by passing an exam,to be admitted to (a college etc),,,,,,,,,,,,,,,,
考選部,考选部,Kao3 xuan3 bu4],Ministry of Examination Taiwan,,,,,,,,,,,,,,,,,
考量,考量,kao3 liang2],to consider,to give serious consideration to sth,consideration,,,,,,,,,,,,,,,
考霸,考霸,kao3 ba4],exam master sb who takes many exams and aces all of them,,,,,,,,,,,,,,,,,
考題,考题,kao3 ti2],exam question,,,,,,,,,,,,,,,,,
考驗,考验,kao3 yan4],to test,to put to the test,trial,ordeal,,,,,,,,,,,,,,
耄,耄,mao4],extremely aged (in one's 80s or 90s),octogenarian,nonagenarian,,,,,,,,,,,,,,,
耄倪,耄倪,mao4 ni2],old and young,,,,,,,,,,,,,,,,,
耄思,耄思,mao4 si1],to be upset or disturbed,,,,,,,,,,,,,,,,,
耄期,耄期,mao4 qi1],to have reached the age of eighty or ninety,,,,,,,,,,,,,,,,,
耄耋,耄耋,mao4 die2],extremely aged,gray and venerable,,,,,,,,,,,,,,,,
耄耋之年,耄耋之年,mao4 die2 zhi1 nian2],old age (in one's 80s 90s or more),,,,,,,,,,,,,,,,,
耄齡,耄龄,mao4 ling2],old age,eighties nineties or greater (of age),,,,,,,,,,,,,,,,
者,者,zhe3],(after a verb or adjective) one who (is) ...,(after a noun) person involved in ...,#NAME?,#NAME?,(used after a number or 後|后[hou4] or 前[qian2] to refer to sth mentioned previously),(used after a term to mark a pause before defining the term),(old) (used at the end of a command),(old) this,,,,,,,,,,
耆,耆,qi2],man of sixty or seventy,,,,,,,,,,,,,,,,,
耆宿,耆宿,qi2 su4],venerable old person,,,,,,,,,,,,,,,,,
耇,耇,gou3],wrinkled face of the elderly,,,,,,,,,,,,,,,,,
耈,耈,gou3],old variant of 耇[gou3],,,,,,,,,,,,,,,,,
耉,耉,gou3],old variant of 耇[gou3],,,,,,,,,,,,,,,,,
耊,耊,die2],old variant of 耋[die2],,,,,,,,,,,,,,,,,
耋,耋,die2],aged,in one's eighties,,,,,,,,,,,,,,,,
而,而,er2],and,as well as,and so,but (not),yet (not),(indicates causal relation),(indicates change of state),(indicates contrast),,,,,,,,,,
而不需,而不需,er2 bu4 xu1],without needing (to so sth),,,,,,,,,,,,,,,,,
而且,而且,er2 qie3],(not only ...) but also,moreover,in addition,furthermore,,,,,,,,,,,,,,
而今,而今,er2 jin1],now,at the present (time),,,,,,,,,,,,,,,,
而已,而已,er2 yi3],that's all,nothing more,,,,,,,,,,,,,,,,
而後,而后,er2 hou4],after that,then,,,,,,,,,,,,,,,,
而是,而是,er2 shi4],rather,,,,,,,,,,,,,,,,,
而立之年,而立之年,er2 li4 zhi1 nian2],aged thirty (see 三十而立),,,,,,,,,,,,,,,,,
而言,而言,er2 yan2],with regard to (preceding phrase),,,,,,,,,,,,,,,,,
耍,耍,Shua3],surname Shua,,,,,,,,,,,,,,,,,
耍,耍,shua3],to play with,to wield,to act (cool etc),to display (a skill one's temper etc),,,,,,,,,,,,,,
耍嘴皮,耍嘴皮,shua3 zui3 pi2],to show off with clever talk,big-headed,a smart-ass,,,,,,,,,,,,,,,
耍嘴皮子,耍嘴皮子,shua3 zui3 pi2 zi5],to talk glibly,to talk big,to be all talk,,,,,,,,,,,,,,,
耍子,耍子,shua3 zi5],to play,to have fun,,,,,,,,,,,,,,,,
耍寶,耍宝,shua3 bao3],to show off,to put on a show to amuse others,,,,,,,,,,,,,,,,
耍小聰明,耍小聪明,shua3 xiao3 cong1 ming5],to get smart,to resort to petty tricks,,,,,,,,,,,,,,,,
耍廢,耍废,shua3 fei4],(Tw) (slang) to pass time idly,to chill,to hang out,,,,,,,,,,,,,,,
耍弄,耍弄,shua3 nong4],to play with,to engage in,to resort to,to dally with,,,,,,,,,,,,,,
耍得團團轉,耍得团团转,shua3 de5 tuan2 tuan2 zhuan4],to fool,to dupe,,,,,,,,,,,,,,,,
耍手腕,耍手腕,shua3 shou3 wan4],to play tricks,to maneuver,,,,,,,,,,,,,,,,
耍滑,耍滑,shua3 hua2],to resort to tricks,to act in a slippery way,to try to evade (work responsibility),,,,,,,,,,,,,,,
耍滑頭,耍滑头,shua3 hua2 tou2],see 耍滑[shua3 hua2],,,,,,,,,,,,,,,,,
耍潑,耍泼,shua3 po1],(dialect) to make an unreasonable scene,,,,,,,,,,,,,,,,,
耍無賴,耍无赖,shua3 wu2 lai4],to act shamelessly,to behave in a way that leaves others tut-tutting and shaking their heads in disapproval,,,,,,,,,,,,,,,,
耍猴,耍猴,shua3 hou2],to get a monkey to perform tricks,to put on a monkey show,to make fun of sb,to tease,,,,,,,,,,,,,,
耍獅子,耍狮子,shua3 shi1 zi5],to perform a lion dance,,,,,,,,,,,,,,,,,
耍私情,耍私情,shua3 si1 qing2],the play of passions,carried away by passion (e.g. to commit a crime),,,,,,,,,,,,,,,,
耍罈子,耍坛子,shua3 tan2 zi5],to perform a jar juggling and balancing act,,,,,,,,,,,,,,,,,
耍脾氣,耍脾气,shua3 pi2 qi4],to go into a huff,,,,,,,,,,,,,,,,,
耍花招,耍花招,shua3 hua1 zhao1],to play tricks on sb,,,,,,,,,,,,,,,,,
耍花樣,耍花样,shua3 hua1 yang4],to play tricks on sb,,,,,,,,,,,,,,,,,
耍貧嘴,耍贫嘴,shua3 pin2 zui3],(coll.) to wag one's tongue,to indulge in idle gossip and silly jokes,to chatter endlessly,to speak glibly,,,,,,,,,,,,,,
耍賴,耍赖,shua3 lai4],to act shamelessly,to refuse to acknowledge that one has lost the game or made a promise etc,to act dumb,to act as if sth never happened,,,,,,,,,,,,,,
耍錢,耍钱,shua3 qian2],to gamble,,,,,,,,,,,,,,,,,
耎,耎,ruan3],archaic variant of 軟|软[ruan3],,,,,,,,,,,,,,,,,
耏,耏,Er2],surname Er,,,,,,,,,,,,,,,,,
耏,耏,er2],beard,,,,,,,,,,,,,,,,,
耐,耐,nai4],capable of enduring,able to tolerate,patient,durable,hardy,resistant,,,,,,,,,,,,
耐久,耐久,nai4 jiu3],durable,long-lasting,,,,,,,,,,,,,,,,
耐人尋味,耐人寻味,nai4 ren2 xun2 wei4],thought-provoking,worth thinking over,to provide food for thought,,,,,,,,,,,,,,,
耐克,耐克,Nai4 ke4],Nike Inc.,,,,,,,,,,,,,,,,,
耐力,耐力,nai4 li4],endurance,,,,,,,,,,,,,,,,,
耐勞,耐劳,nai4 lao2],hardy,able to resist hardship,,,,,,,,,,,,,,,,
耐受,耐受,nai4 shou4],to tolerate,endurance,,,,,,,,,,,,,,,,
耐受力,耐受力,nai4 shou4 li4],tolerance,ability to survive,hardiness,,,,,,,,,,,,,,,
耐受性,耐受性,nai4 shou4 xing4],tolerance (to heat acid etc),resistance,,,,,,,,,,,,,,,,
耐寒,耐寒,nai4 han2],coldproof,resistant to cold,,,,,,,,,,,,,,,,
耐心,耐心,nai4 xin1],to be patient,patience,,,,,,,,,,,,,,,,
耐心幫助,耐心帮助,nai4 xin1 bang1 zhu4],forbearance,tolerance,patient help,,,,,,,,,,,,,,,
耐心煩,耐心烦,nai4 xin1 fan2],(coll.) patience,,,,,,,,,,,,,,,,,
耐性,耐性,nai4 xing4],patience,endurance,,,,,,,,,,,,,,,,
耐水,耐水,nai4 shui3],waterproof,,,,,,,,,,,,,,,,,
耐水性,耐水性,nai4 shui3 xing4],waterproof,,,,,,,,,,,,,,,,,
耐洗,耐洗,nai4 xi3],wash-resistant,,,,,,,,,,,,,,,,,
耐洗滌性,耐洗涤性,nai4 xi3 di2 xing4],washing or color fastness,launderability,,,,,,,,,,,,,,,,
耐火,耐火,nai4 huo3],refractory (material),fire-resistant,,,,,,,,,,,,,,,,
耐火土,耐火土,nai4 huo3 tu3],fireproof stone,flame resistant material,,,,,,,,,,,,,,,,
耐火磚,耐火砖,nai4 huo3 zhuan1],refractory brick,firebrick,,,,,,,,,,,,,,,,
耐煩,耐烦,nai4 fan2],patient (not impatient),,,,,,,,,,,,,,,,,
耐熱,耐热,nai4 re4],heat resistant,fireproof,,,,,,,,,,,,,,,,
耐用,耐用,nai4 yong4],durable,,,,,,,,,,,,,,,,,
耐用品,耐用品,nai4 yong4 pin3],durable goods,,,,,,,,,,,,,,,,,
耐看,耐看,nai4 kan4],able to withstand careful appreciation,well worth a second look,,,,,,,,,,,,,,,,
耐磨,耐磨,nai4 mo2],wear resistant,,,,,,,,,,,,,,,,,
耐穿,耐穿,nai4 chuan1],durable,proof against wear and tear,,,,,,,,,,,,,,,,
耐腐蝕,耐腐蚀,nai4 fu3 shi2],proof against corrosion,,,,,,,,,,,,,,,,,
耐藥性,耐药性,nai4 yao4 xing4],drug resistance,drug tolerance (medicine),,,,,,,,,,,,,,,,
耐蝕,耐蚀,nai4 shi2],to resist corrosion,,,,,,,,,,,,,,,,,
耐酸,耐酸,nai4 suan1],acid-resistant,,,,,,,,,,,,,,,,,
耐高溫,耐高温,nai4 gao1 wen1],heat-resistant,,,,,,,,,,,,,,,,,
耐鹼,耐碱,nai4 jian3],alkali-resistant,,,,,,,,,,,,,,,,,
耑,专,zhuan1],variant of 專|专[zhuan1],,,,,,,,,,,,,,,,,
耑,端,duan1],old variant of 端[duan1],start,origin,,,,,,,,,,,,,,,
耒,耒,lei3],plow,,,,,,,,,,,,,,,,,
耒耜,耒耜,lei3 si4],plow,,,,,,,,,,,,,,,,,
耒陽,耒阳,Lei3 yang2],Leiyang county level city in Hengyang 衡陽|衡阳[Heng2 yang2] Hunan,,,,,,,,,,,,,,,,,
耒陽市,耒阳市,Lei3 yang2 shi4],Leiyang county level city in Hengyang 衡陽|衡阳[Heng2 yang2] Hunan,,,,,,,,,,,,,,,,,
耔,耔,zi3],hoe up soil around plants,,,,,,,,,,,,,,,,,
耕,耕,geng1],to plow,to till,,,,,,,,,,,,,,,,
耕作,耕作,geng1 zuo4],farming,,,,,,,,,,,,,,,,,
耕地,耕地,geng1 di4],arable land,to plow land,,,,,,,,,,,,,,,,
耕奴,耕奴,geng1 nu2],agricultural slave,serf,,,,,,,,,,,,,,,,
耕犁,耕犁,geng1 li2],plow,,,,,,,,,,,,,,,,,
耕田,耕田,geng1 tian2],to cultivate soil,to till fields,,,,,,,,,,,,,,,,
耕畜,耕畜,geng1 chu4],draft animal,,,,,,,,,,,,,,,,,
耕當問奴,耕当问奴,geng1 dang1 wen4 nu2],if it's plowing ask the laborer (idiom); when managing a matter consult the appropriate specialist,,,,,,,,,,,,,,,,,
耕當問奴，織當訪婢,耕当问奴，织当访婢,geng1 dang1 wen4 nu2 zhi1 dang1 fang3 bi4],if it's plowing ask the laborer if it's weaving ask the maid (idiom); when managing a matter consult the appropriate specialist,,,,,,,,,,,,,,,,,
耕種,耕种,geng1 zhong4],to till,to cultivate,,,,,,,,,,,,,,,,
耕者有其田,耕者有其田,geng4 zhe3 you3 qi2 tian2],land to the tiller post-liberation land reform movement instigated by the CCP,,,,,,,,,,,,,,,,,
耕耘,耕耘,geng1 yun2],plowing and weeding,farm work,fig. to work or study diligently,,,,,,,,,,,,,,,
耕讀,耕读,geng1 du2],to be both a farmer and a scholar,to work the land and also undertake academic studies,,,,,,,,,,,,,,,,
耗,耗,hao4],to waste,to spend,to consume,to squander,news,(coll.) to delay,to dilly-dally,,,,,,,,,,,
耗力,耗力,hao4 li4],to require much effort,,,,,,,,,,,,,,,,,
耗失,耗失,hao4 shi1],(of sth that should be retained: nutrients moisture heat etc) to be lost,,,,,,,,,,,,,,,,,
耗子,耗子,hao4 zi5],(dialect) mouse,rat,,,,,,,,,,,,,,,,
耗損,耗损,hao4 sun3],to waste,,,,,,,,,,,,,,,,,
耗散,耗散,hao4 san4],to dissipate,to squander,,,,,,,,,,,,,,,,
耗時,耗时,hao4 shi2],time-consuming,to take a period of (x amount of time),,,,,,,,,,,,,,,,
耗時耗力,耗时耗力,hao4 shi2 hao4 li4],requiring much time and effort,,,,,,,,,,,,,,,,,
耗材,耗材,hao4 cai2],consumables,to consume raw materials,,,,,,,,,,,,,,,,
耗油量,耗油量,hao4 you2 liang4],fuel consumption,,,,,,,,,,,,,,,,,
耗盡,耗尽,hao4 jin4],to exhaust,to use up,to deplete,to drain,,,,,,,,,,,,,,
耗能,耗能,hao4 neng2],to consume energy,energy consumption,,,,,,,,,,,,,,,,
耗費,耗费,hao4 fei4],to waste,to spend,to consume,to squander,,,,,,,,,,,,,,
耗資,耗资,hao4 zi1],to spend,expenditure,to cost,,,,,,,,,,,,,,,
耘,耘,yun2],to weed,,,,,,,,,,,,,,,,,
耙,耙,ba4],a hoe,to harrow,,,,,,,,,,,,,,,,
耙,耙,pa2],a rake,,,,,,,,,,,,,,,,,
耙地,耙地,ba4 di4],to harrow,to break the ground with a hoe,,,,,,,,,,,,,,,,
耙子,耙子,pa2 zi5],a rake,,,,,,,,,,,,,,,,,
耙耳朵,耙耳朵,pa1 er3 duo5],(dialect) henpecked,to be under one's wife's thumb,,,,,,,,,,,,,,,,
耜,耜,si4],plow,plowshare,,,,,,,,,,,,,,,,
耝,耝,qu4],to plow,(ancient place name),,,,,,,,,,,,,,,,
耞,耞,jia1],flail (for threshing grain),old variant of 枷[jia1],,,,,,,,,,,,,,,,
耡,耡,chu2],hoe,,,,,,,,,,,,,,,,,
耤,耤,ji2],plow,,,,,,,,,,,,,,,,,
耦,耦,ou3],a pair,a mate,a couple,to couple,plowshare,,,,,,,,,,,,,
耦合,耦合,ou3 he2],coupling (physics),copula (statistics),to be coupled (with sth),,,,,,,,,,,,,,,
耦園,耦园,Ou3 Yuan2],The Couple's Retreat Garden in Suzhou Jiangsu,,,,,,,,,,,,,,,,,
耦居,耦居,ou3 ju1],to live together (as husband and wife),,,,,,,,,,,,,,,,,
耦聯晶體管,耦联晶体管,ou3 lian2 jing1 ti3 guan3],coupled transistor (electronics),,,,,,,,,,,,,,,,,
耦語,耦语,ou3 yu3],to have a tete-à-tete,to whisper to each other,,,,,,,,,,,,,,,,
耨,耨,nou4],hoe,to hoe,to weed,,,,,,,,,,,,,,,
耩,耩,jiang3],to plow,to sow,,,,,,,,,,,,,,,,
耪,耪,pang3],to weed,,,,,,,,,,,,,,,,,
耬,耧,lou2],drill for sowing grain,,,,,,,,,,,,,,,,,
耰,耰,you1],harrow,,,,,,,,,,,,,,,,,
耳,耳,er3],ear,handle (archaeology),and that is all (classical Chinese),,,,,,,,,,,,,,,
耳下腺,耳下腺,er3 xia4 xian4],subauricular gland,parotid gland (salivary gland in the cheek),,,,,,,,,,,,,,,,
耳光,耳光,er3 guang1],a slap on the face,CL:記|记[ji4],,,,,,,,,,,,,,,,
耳刮子,耳刮子,er3 gua1 zi5],(coll.) a slap on one's face,a cuff,,,,,,,,,,,,,,,,
